Name,Description,Managers,Members
T4265,Team Description from T4265,4265,9143219418
T4266,Team Description from T4266,4266,9912162630
T4267,Team Description from T4267,4267,9679014979
T4268,Team Description from T4268,4268,9070601895
T4269,Team Description from T4269,4269,9248770059
T4270,Team Description from T4270,4270,9033819434
T4271,Team Description from T4271,4271,9144990334
T4272,Team Description from T4272,4272,9976052737
T4273,Team Description from T4273,4273,9084806167
T4274,Team Description from T4274,4274,9359620916
T4275,Team Description from T4275,4275,9820187749
T4276,Team Description from T4276,4276,9228456688
T4277,Team Description from T4277,4277,9401344618
T4278,Team Description from T4278,4278,9457488640
T4279,Team Description from T4279,4279,9532641247
T4280,Team Description from T4280,4280,9983881368
T4281,Team Description from T4281,4281,9420938973
T4282,Team Description from T4282,4282,9474452721
T4283,Team Description from T4283,4283,9198233911
T4284,Team Description from T4284,4284,9659261484
T4285,Team Description from T4285,4285,9150148253
T4286,Team Description from T4286,4286,9195457468
T4287,Team Description from T4287,4287,9216037002
T4288,Team Description from T4288,4288,9920623379
T4289,Team Description from T4289,4289,9697165219
T4290,Team Description from T4290,4290,9012089725
T4291,Team Description from T4291,4291,9239491059
T4292,Team Description from T4292,4292,9460190441
T4293,Team Description from T4293,4293,9417816450
T4294,Team Description from T4294,4294,9177064376
T4295,Team Description from T4295,4295,9260331360
T4296,Team Description from T4296,4296,9521105724
T4297,Team Description from T4297,4297,9164923737
T4298,Team Description from T4298,4298,9771504421
T4299,Team Description from T4299,4299,9966762926
T4300,Team Description from T4300,4300,9646180993
T4301,Team Description from T4301,4301,9205891666
T4302,Team Description from T4302,4302,9581814923
T4303,Team Description from T4303,4303,9466690933
T4304,Team Description from T4304,4304,9335351615
T4305,Team Description from T4305,4305,9235054957
T4306,Team Description from T4306,4306,9343591967
T4307,Team Description from T4307,4307,9236998574
T4308,Team Description from T4308,4308,9454044762
T4309,Team Description from T4309,4309,9495075410
T4310,Team Description from T4310,4310,9050449029
T4311,Team Description from T4311,4311,9949724101
T4312,Team Description from T4312,4312,9079201008
T4313,Team Description from T4313,4313,9847642391
T4314,Team Description from T4314,4314,9412706458
T4315,Team Description from T4315,4315,9778299339
T4316,Team Description from T4316,4316,9730278458
T4317,Team Description from T4317,4317,9459568224
T4318,Team Description from T4318,4318,9445500231
T4319,Team Description from T4319,4319,9381228762
T4320,Team Description from T4320,4320,9773429595
T4321,Team Description from T4321,4321,9883800396
T4322,Team Description from T4322,4322,9147957070
T4323,Team Description from T4323,4323,9653597839
T4324,Team Description from T4324,4324,9629576438
T4325,Team Description from T4325,4325,9925369050
T4326,Team Description from T4326,4326,9270819767
T4327,Team Description from T4327,4327,9897800613
T4328,Team Description from T4328,4328,9023116955
T4329,Team Description from T4329,4329,9160419656
T4330,Team Description from T4330,4330,9553869995
T4331,Team Description from T4331,4331,9359014746
T4332,Team Description from T4332,4332,9676686660
T4333,Team Description from T4333,4333,9233962135
T4334,Team Description from T4334,4334,9322596454
T4335,Team Description from T4335,4335,9065282435
T4336,Team Description from T4336,4336,9260467914
T4337,Team Description from T4337,4337,9325508011
T4338,Team Description from T4338,4338,9184572085
T4339,Team Description from T4339,4339,9545880441
T4340,Team Description from T4340,4340,9807678189
T4341,Team Description from T4341,4341,9099655918
T4342,Team Description from T4342,4342,9122007942
T4343,Team Description from T4343,4343,9618597483
T4344,Team Description from T4344,4344,9843268922
T4345,Team Description from T4345,4345,9215493937
T4346,Team Description from T4346,4346,9260407864
T4347,Team Description from T4347,4347,9764646358
T4348,Team Description from T4348,4348,9331192693
T4349,Team Description from T4349,4349,9224694501
T4350,Team Description from T4350,4350,9083341333
T4351,Team Description from T4351,4351,9144349977
T4352,Team Description from T4352,4352,9040073236
T4353,Team Description from T4353,4353,9368983865
T4354,Team Description from T4354,4354,9378064150
T4355,Team Description from T4355,4355,9412909988
T4356,Team Description from T4356,4356,9814386755
T4357,Team Description from T4357,4357,9918183924
T4358,Team Description from T4358,4358,9753589822
T4359,Team Description from T4359,4359,9735300804
T4360,Team Description from T4360,4360,9299325757
T4361,Team Description from T4361,4361,9415596582
T4362,Team Description from T4362,4362,9465473966
T4363,Team Description from T4363,4363,9006695455
T4364,Team Description from T4364,4364,9429825207
T4365,Team Description from T4365,4365,9099605316
T4366,Team Description from T4366,4366,9611443029
T4367,Team Description from T4367,4367,9607440606
T4368,Team Description from T4368,4368,9981829471
T4369,Team Description from T4369,4369,9641306768
T4370,Team Description from T4370,4370,9660338960
T4371,Team Description from T4371,4371,9406229752
T4372,Team Description from T4372,4372,9551161218
T4373,Team Description from T4373,4373,9030527078
T4374,Team Description from T4374,4374,9395358334
T4375,Team Description from T4375,4375,9563192906
T4376,Team Description from T4376,4376,9200960390
T4377,Team Description from T4377,4377,9973642791
T4378,Team Description from T4378,4378,9313041463
T4379,Team Description from T4379,4379,9279009048
T4380,Team Description from T4380,4380,9868845246
T4381,Team Description from T4381,4381,9216481930
T4382,Team Description from T4382,4382,9447824986
T4383,Team Description from T4383,4383,9527344177
T4384,Team Description from T4384,4384,9488748879
T4385,Team Description from T4385,4385,9184110321
T4386,Team Description from T4386,4386,9906162734
T4387,Team Description from T4387,4387,9884273076
T4388,Team Description from T4388,4388,9557815533
T4389,Team Description from T4389,4389,9189508055
T4390,Team Description from T4390,4390,9717982189
T4391,Team Description from T4391,4391,9779534775
T4392,Team Description from T4392,4392,9089568521
T4393,Team Description from T4393,4393,9596183246
T4394,Team Description from T4394,4394,9512252107
T4395,Team Description from T4395,4395,9416942905
T4396,Team Description from T4396,4396,9718489880
T4397,Team Description from T4397,4397,9766945972
T4398,Team Description from T4398,4398,9227061164
T4399,Team Description from T4399,4399,9380833198
T4400,Team Description from T4400,4400,9422403020
T4401,Team Description from T4401,4401,9335636130
T4402,Team Description from T4402,4402,9517827611
T4403,Team Description from T4403,4403,9160771476
T4404,Team Description from T4404,4404,9158929296
T4405,Team Description from T4405,4405,9408589533
T4406,Team Description from T4406,4406,9781716085
T4407,Team Description from T4407,4407,9561611027
T4408,Team Description from T4408,4408,9768225187
T4409,Team Description from T4409,4409,9641707744
T4410,Team Description from T4410,4410,9463473617
T4411,Team Description from T4411,4411,9527687499
T4412,Team Description from T4412,4412,9981714093
T4413,Team Description from T4413,4413,9061332118
T4414,Team Description from T4414,4414,9669533269
T4415,Team Description from T4415,4415,9843376365
T4416,Team Description from T4416,4416,9861093827
T4417,Team Description from T4417,4417,9011485449
T4418,Team Description from T4418,4418,9826347368
T4419,Team Description from T4419,4419,9664934129
T4420,Team Description from T4420,4420,9838732604
T4421,Team Description from T4421,4421,9816575620
T4422,Team Description from T4422,4422,9068380870
T4423,Team Description from T4423,4423,9907963372
T4424,Team Description from T4424,4424,9064003309
T4425,Team Description from T4425,4425,9927058185
T4426,Team Description from T4426,4426,9483526386
T4427,Team Description from T4427,4427,9200197481
T4428,Team Description from T4428,4428,9100782396
T4429,Team Description from T4429,4429,9289366757
T4430,Team Description from T4430,4430,9089686312
T4431,Team Description from T4431,4431,9049449750
T4432,Team Description from T4432,4432,9673796326
T4433,Team Description from T4433,4433,9034832608
T4434,Team Description from T4434,4434,9523247801
T4435,Team Description from T4435,4435,9931671776
T4436,Team Description from T4436,4436,9494449169
T4437,Team Description from T4437,4437,9528941552
T4438,Team Description from T4438,4438,9892569599
T4439,Team Description from T4439,4439,9477044565
T4440,Team Description from T4440,4440,9207384867
T4441,Team Description from T4441,4441,9678482681
T4442,Team Description from T4442,4442,9732242875
T4443,Team Description from T4443,4443,9209449756
T4444,Team Description from T4444,4444,9605259130
T4445,Team Description from T4445,4445,9461316197
T4446,Team Description from T4446,4446,9607782925
T4447,Team Description from T4447,4447,9620675820
T4448,Team Description from T4448,4448,9991108123
T4449,Team Description from T4449,4449,9233500736
T4450,Team Description from T4450,4450,9053672776
T4451,Team Description from T4451,4451,9248030728
T4452,Team Description from T4452,4452,9917609234
T4453,Team Description from T4453,4453,9008056639
T4454,Team Description from T4454,4454,9618100634
T4455,Team Description from T4455,4455,9354004833
T4456,Team Description from T4456,4456,9695593754
T4457,Team Description from T4457,4457,9348808840
T4458,Team Description from T4458,4458,9734851498
T4459,Team Description from T4459,4459,9587808441
T4460,Team Description from T4460,4460,9103492671
T4461,Team Description from T4461,4461,9685457636
T4462,Team Description from T4462,4462,9273081031
T4463,Team Description from T4463,4463,9906599425
T4464,Team Description from T4464,4464,9002406677
T4465,Team Description from T4465,4465,9170737553
T4466,Team Description from T4466,4466,9710383086
T4467,Team Description from T4467,4467,9513852537
T4468,Team Description from T4468,4468,9275084299
T4469,Team Description from T4469,4469,9285605595
T4470,Team Description from T4470,4470,9913479647
T4471,Team Description from T4471,4471,9585016849
T4472,Team Description from T4472,4472,9626539359
T4473,Team Description from T4473,4473,9059054338
T4474,Team Description from T4474,4474,9949938156
T4475,Team Description from T4475,4475,9137915209
T4476,Team Description from T4476,4476,9789932421
T4477,Team Description from T4477,4477,9157902696
T4478,Team Description from T4478,4478,9628884051
T4479,Team Description from T4479,4479,9863880200
T4480,Team Description from T4480,4480,9293312373
T4481,Team Description from T4481,4481,9470420690
T4482,Team Description from T4482,4482,9841680668
T4483,Team Description from T4483,4483,9453104674
T4484,Team Description from T4484,4484,9711953732
T4485,Team Description from T4485,4485,9493180730
T4486,Team Description from T4486,4486,9445359757
T4487,Team Description from T4487,4487,9571299982
T4488,Team Description from T4488,4488,9179407755
T4489,Team Description from T4489,4489,9066799737
T4490,Team Description from T4490,4490,9335361883
T4491,Team Description from T4491,4491,9522170717
T4492,Team Description from T4492,4492,9453777541
T4493,Team Description from T4493,4493,9075049838
T4494,Team Description from T4494,4494,9969489784
T4495,Team Description from T4495,4495,9329061324
T4496,Team Description from T4496,4496,9875770404
T4497,Team Description from T4497,4497,9584144036
T4498,Team Description from T4498,4498,9518031271
T4499,Team Description from T4499,4499,9148099734
T4500,Team Description from T4500,4500,9619087888
T4501,Team Description from T4501,4501,9990450836
T4502,Team Description from T4502,4502,9600119541
T4503,Team Description from T4503,4503,9270773938
T4504,Team Description from T4504,4504,9595371334
T4505,Team Description from T4505,4505,9773725147
T4506,Team Description from T4506,4506,9900374606
T4507,Team Description from T4507,4507,9706451528
T4508,Team Description from T4508,4508,9705734694
T4509,Team Description from T4509,4509,9652514487
T4510,Team Description from T4510,4510,9277857456
T4511,Team Description from T4511,4511,9344952436
T4512,Team Description from T4512,4512,9058541187
T4513,Team Description from T4513,4513,9526735282
T4514,Team Description from T4514,4514,9078696492
T4515,Team Description from T4515,4515,9439903671
T4516,Team Description from T4516,4516,9188274340
T4517,Team Description from T4517,4517,9802967875
T4518,Team Description from T4518,4518,9209719560
T4519,Team Description from T4519,4519,9284961528
T4520,Team Description from T4520,4520,9911053970
T4521,Team Description from T4521,4521,9889453692
T4522,Team Description from T4522,4522,9721265154
T4523,Team Description from T4523,4523,9219471442
T4524,Team Description from T4524,4524,9849652799
T4525,Team Description from T4525,4525,9987662634
T4526,Team Description from T4526,4526,9874683845
T4527,Team Description from T4527,4527,9428736782
T4528,Team Description from T4528,4528,9252523505
T4529,Team Description from T4529,4529,9786219594
T4530,Team Description from T4530,4530,9986596481
T4531,Team Description from T4531,4531,9625794541
T4532,Team Description from T4532,4532,9714339014
T4533,Team Description from T4533,4533,9251344669
T4534,Team Description from T4534,4534,9400004176
T4535,Team Description from T4535,4535,9100808903
T4536,Team Description from T4536,4536,9288286343
T4537,Team Description from T4537,4537,9112746974
T4538,Team Description from T4538,4538,9239500776
T4539,Team Description from T4539,4539,9048676437
T4540,Team Description from T4540,4540,9455898931
T4541,Team Description from T4541,4541,9711878858
T4542,Team Description from T4542,4542,9947162104
T4543,Team Description from T4543,4543,9465726614
T4544,Team Description from T4544,4544,9757931233
T4545,Team Description from T4545,4545,9517285026
T4546,Team Description from T4546,4546,9549653671
T4547,Team Description from T4547,4547,9476297404
T4548,Team Description from T4548,4548,9803118653
T4549,Team Description from T4549,4549,9303073510
T4550,Team Description from T4550,4550,9971383210
T4551,Team Description from T4551,4551,9807833463
T4552,Team Description from T4552,4552,9631694111
T4553,Team Description from T4553,4553,9927420220
T4554,Team Description from T4554,4554,9909677784
T4555,Team Description from T4555,4555,9850793312
T4556,Team Description from T4556,4556,9106531630
T4557,Team Description from T4557,4557,9180970294
T4558,Team Description from T4558,4558,9620628831
T4559,Team Description from T4559,4559,9662488145
T4560,Team Description from T4560,4560,9212222066
T4561,Team Description from T4561,4561,9720825097
T4562,Team Description from T4562,4562,9683317141
T4563,Team Description from T4563,4563,9129440463
T4564,Team Description from T4564,4564,9623144936
T4565,Team Description from T4565,4565,9799199575
T4566,Team Description from T4566,4566,9676655834
T4567,Team Description from T4567,4567,9064912234
T4568,Team Description from T4568,4568,9097616411
T4569,Team Description from T4569,4569,9909051677
T4570,Team Description from T4570,4570,9417232297
T4571,Team Description from T4571,4571,9302068225
T4572,Team Description from T4572,4572,9972734615
T4573,Team Description from T4573,4573,9529034989
T4574,Team Description from T4574,4574,9536018422
T4575,Team Description from T4575,4575,9139139000
T4576,Team Description from T4576,4576,9649402223
T4577,Team Description from T4577,4577,9100419855
T4578,Team Description from T4578,4578,9820388839
T4579,Team Description from T4579,4579,9228754424
T4580,Team Description from T4580,4580,9802038439
T4581,Team Description from T4581,4581,9525855889
T4582,Team Description from T4582,4582,9983993378
T4583,Team Description from T4583,4583,9911358430
T4584,Team Description from T4584,4584,9810408161
T4585,Team Description from T4585,4585,9810849458
T4586,Team Description from T4586,4586,9383452228
T4587,Team Description from T4587,4587,9978031201
T4588,Team Description from T4588,4588,9792630032
T4589,Team Description from T4589,4589,9430335343
T4590,Team Description from T4590,4590,9308865251
T4591,Team Description from T4591,4591,9840052823
T4592,Team Description from T4592,4592,9637808534
T4593,Team Description from T4593,4593,9138453993
T4594,Team Description from T4594,4594,9413174048
T4595,Team Description from T4595,4595,9813946053
T4596,Team Description from T4596,4596,9741729983
T4597,Team Description from T4597,4597,9897328411
T4598,Team Description from T4598,4598,9001593970
T4599,Team Description from T4599,4599,9440580417
T4600,Team Description from T4600,4600,9508011010
T4601,Team Description from T4601,4601,9767344570
T4602,Team Description from T4602,4602,9347090126
T4603,Team Description from T4603,4603,9257888376
T4604,Team Description from T4604,4604,9864756446
T4605,Team Description from T4605,4605,9554141700
T4606,Team Description from T4606,4606,9075411771
T4607,Team Description from T4607,4607,9916162750
T4608,Team Description from T4608,4608,9196075912
T4609,Team Description from T4609,4609,9109295192
T4610,Team Description from T4610,4610,9947735362
T4611,Team Description from T4611,4611,9618003337
T4612,Team Description from T4612,4612,9801808916
T4613,Team Description from T4613,4613,9124701425
T4614,Team Description from T4614,4614,9784853962
T4615,Team Description from T4615,4615,9322372109
T4616,Team Description from T4616,4616,9650541312
T4617,Team Description from T4617,4617,9241008823
T4618,Team Description from T4618,4618,9091488201
T4619,Team Description from T4619,4619,9350160034
T4620,Team Description from T4620,4620,9814831275
T4621,Team Description from T4621,4621,9972721325
T4622,Team Description from T4622,4622,9830708730
T4623,Team Description from T4623,4623,9663052299
T4624,Team Description from T4624,4624,9004026548
T4625,Team Description from T4625,4625,9082376677
T4626,Team Description from T4626,4626,9648463501
T4627,Team Description from T4627,4627,9007564083
T4628,Team Description from T4628,4628,9803637005
T4629,Team Description from T4629,4629,9126770881
T4630,Team Description from T4630,4630,9056293314
T4631,Team Description from T4631,4631,9793551645
T4632,Team Description from T4632,4632,9569753827
T4633,Team Description from T4633,4633,9637509679
T4634,Team Description from T4634,4634,9215734486
T4635,Team Description from T4635,4635,9292313393
T4636,Team Description from T4636,4636,9897549078
T4637,Team Description from T4637,4637,9526276462
T4638,Team Description from T4638,4638,9390827944
T4639,Team Description from T4639,4639,9163755301
T4640,Team Description from T4640,4640,9678606045
T4641,Team Description from T4641,4641,9440834686
T4642,Team Description from T4642,4642,9846739704
T4643,Team Description from T4643,4643,9432486972
T4644,Team Description from T4644,4644,9668950108
T4645,Team Description from T4645,4645,9492153791
T4646,Team Description from T4646,4646,9187498484
T4647,Team Description from T4647,4647,9506277521
T4648,Team Description from T4648,4648,9281103295
T4649,Team Description from T4649,4649,9909779224
T4650,Team Description from T4650,4650,9777611768
T4651,Team Description from T4651,4651,9901460209
T4652,Team Description from T4652,4652,9953560900
T4653,Team Description from T4653,4653,9109705401
T4654,Team Description from T4654,4654,9358831202
T4655,Team Description from T4655,4655,9885928604
T4656,Team Description from T4656,4656,9418389084
T4657,Team Description from T4657,4657,9592513190
T4658,Team Description from T4658,4658,9635009126
T4659,Team Description from T4659,4659,9127780129
T4660,Team Description from T4660,4660,9656706771
T4661,Team Description from T4661,4661,9420218398
T4662,Team Description from T4662,4662,9689445304
T4663,Team Description from T4663,4663,9922998973
T4664,Team Description from T4664,4664,9561230836
T4665,Team Description from T4665,4665,9442824274
T4666,Team Description from T4666,4666,9186025025
T4667,Team Description from T4667,4667,9602002272
T4668,Team Description from T4668,4668,9224228021
T4669,Team Description from T4669,4669,9527377888
T4670,Team Description from T4670,4670,9423892266
T4671,Team Description from T4671,4671,9634123122
T4672,Team Description from T4672,4672,9504429871
T4673,Team Description from T4673,4673,9038223785
T4674,Team Description from T4674,4674,9404477019
T4675,Team Description from T4675,4675,9023726543
T4676,Team Description from T4676,4676,9742005819
T4677,Team Description from T4677,4677,9247998245
T4678,Team Description from T4678,4678,9165637520
T4679,Team Description from T4679,4679,9900881438
T4680,Team Description from T4680,4680,9619349123
T4681,Team Description from T4681,4681,9685200923
T4682,Team Description from T4682,4682,9034805822
T4683,Team Description from T4683,4683,9570522944
T4684,Team Description from T4684,4684,9053508819
T4685,Team Description from T4685,4685,9378803237
T4686,Team Description from T4686,4686,9825065059
T4687,Team Description from T4687,4687,9653417014
T4688,Team Description from T4688,4688,9465167647
T4689,Team Description from T4689,4689,9773947285
T4690,Team Description from T4690,4690,9188071421
T4691,Team Description from T4691,4691,9533912679
T4692,Team Description from T4692,4692,9371826558
T4693,Team Description from T4693,4693,9561279019
T4694,Team Description from T4694,4694,9013405158
T4695,Team Description from T4695,4695,9438021278
T4696,Team Description from T4696,4696,9953785916
T4697,Team Description from T4697,4697,9667110240
T4698,Team Description from T4698,4698,9048325684
T4699,Team Description from T4699,4699,9567138928
T4700,Team Description from T4700,4700,9655045871
T4701,Team Description from T4701,4701,9477669088
T4702,Team Description from T4702,4702,9686659865
T4703,Team Description from T4703,4703,9259215415
T4704,Team Description from T4704,4704,9596669217
T4705,Team Description from T4705,4705,9538063963
T4706,Team Description from T4706,4706,9858449542
T4707,Team Description from T4707,4707,9624978491
T4708,Team Description from T4708,4708,9814838588
T4709,Team Description from T4709,4709,9104589555
T4710,Team Description from T4710,4710,9331007403
T4711,Team Description from T4711,4711,9055354808
T4712,Team Description from T4712,4712,9986119628
T4713,Team Description from T4713,4713,9239120879
T4714,Team Description from T4714,4714,9087972650
T4715,Team Description from T4715,4715,9153949393
T4716,Team Description from T4716,4716,9883321652
T4717,Team Description from T4717,4717,9441269520
T4718,Team Description from T4718,4718,9835631140
T4719,Team Description from T4719,4719,9101577136
T4720,Team Description from T4720,4720,9420996972
T4721,Team Description from T4721,4721,9736146955
T4722,Team Description from T4722,4722,9393837479
T4723,Team Description from T4723,4723,9212614798
T4724,Team Description from T4724,4724,9311069554
T4725,Team Description from T4725,4725,9820186635
T4726,Team Description from T4726,4726,9933559639
T4727,Team Description from T4727,4727,9027940340
T4728,Team Description from T4728,4728,9412143771
T4729,Team Description from T4729,4729,9888588464
T4730,Team Description from T4730,4730,9065204573
T4731,Team Description from T4731,4731,9073368922
T4732,Team Description from T4732,4732,9848797313
T4733,Team Description from T4733,4733,9926037998
T4734,Team Description from T4734,4734,9048380759
T4735,Team Description from T4735,4735,9622814330
T4736,Team Description from T4736,4736,9531482504
T4737,Team Description from T4737,4737,9307942271
T4738,Team Description from T4738,4738,9568074489
T4739,Team Description from T4739,4739,9907776797
T4740,Team Description from T4740,4740,9522440353
T4741,Team Description from T4741,4741,9301691456
T4742,Team Description from T4742,4742,9760029316
T4743,Team Description from T4743,4743,9663271345
T4744,Team Description from T4744,4744,9931178383
T4745,Team Description from T4745,4745,9101368653
T4746,Team Description from T4746,4746,9897588005
T4747,Team Description from T4747,4747,9237497256
T4748,Team Description from T4748,4748,9406171664
T4749,Team Description from T4749,4749,9064517203
T4750,Team Description from T4750,4750,9304190134
T4751,Team Description from T4751,4751,9363783967
T4752,Team Description from T4752,4752,9986995926
T4753,Team Description from T4753,4753,9087856642
T4754,Team Description from T4754,4754,9808830809
T4755,Team Description from T4755,4755,9528226246
T4756,Team Description from T4756,4756,9639239416
T4757,Team Description from T4757,4757,9937205036
T4758,Team Description from T4758,4758,9163126801
T4759,Team Description from T4759,4759,9020775388
T4760,Team Description from T4760,4760,9685436895
T4761,Team Description from T4761,4761,9078547492
T4762,Team Description from T4762,4762,9588448402
T4763,Team Description from T4763,4763,9510238343
T4764,Team Description from T4764,4764,9512456286
T4765,Team Description from T4765,4765,9361451622
T4766,Team Description from T4766,4766,9331921832
T4767,Team Description from T4767,4767,9313571493
T4768,Team Description from T4768,4768,9963052771
T4769,Team Description from T4769,4769,9940323785
T4770,Team Description from T4770,4770,9617437208
T4771,Team Description from T4771,4771,9803121679
T4772,Team Description from T4772,4772,9441922471
T4773,Team Description from T4773,4773,9507235166
T4774,Team Description from T4774,4774,9547049274
T4775,Team Description from T4775,4775,9769895243
T4776,Team Description from T4776,4776,9120794453
T4777,Team Description from T4777,4777,9480308716
T4778,Team Description from T4778,4778,9032698718
T4779,Team Description from T4779,4779,9899379228
T4780,Team Description from T4780,4780,9190715339
T4781,Team Description from T4781,4781,9514944548
T4782,Team Description from T4782,4782,9111803983
T4783,Team Description from T4783,4783,9970916018
T4784,Team Description from T4784,4784,9752388720
T4785,Team Description from T4785,4785,9877413328
T4786,Team Description from T4786,4786,9570104806
T4787,Team Description from T4787,4787,9444705184
T4788,Team Description from T4788,4788,9986159986
T4789,Team Description from T4789,4789,9854948275
T4790,Team Description from T4790,4790,9203537045
T4791,Team Description from T4791,4791,9464682624
T4792,Team Description from T4792,4792,9655354123
T4793,Team Description from T4793,4793,9480279358
T4794,Team Description from T4794,4794,9994161607
T4795,Team Description from T4795,4795,9525488998
T4796,Team Description from T4796,4796,9619404679
T4797,Team Description from T4797,4797,9179608272
T4798,Team Description from T4798,4798,9521694257
T4799,Team Description from T4799,4799,9337780323
T4800,Team Description from T4800,4800,9297257265
T4801,Team Description from T4801,4801,9730533945
T4802,Team Description from T4802,4802,9916740708
T4803,Team Description from T4803,4803,9594406953
T4804,Team Description from T4804,4804,9519943056
T4805,Team Description from T4805,4805,9584147199
T4806,Team Description from T4806,4806,9672513324
T4807,Team Description from T4807,4807,9577381625
T4808,Team Description from T4808,4808,9897793586
T4809,Team Description from T4809,4809,9798209460
T4810,Team Description from T4810,4810,9343162236
T4811,Team Description from T4811,4811,9457220591
T4812,Team Description from T4812,4812,9690009225
T4813,Team Description from T4813,4813,9242165149
T4814,Team Description from T4814,4814,9036377118
T4815,Team Description from T4815,4815,9044955609
T4816,Team Description from T4816,4816,9708950702
T4817,Team Description from T4817,4817,9117563730
T4818,Team Description from T4818,4818,9519496794
T4819,Team Description from T4819,4819,9948711139
T4820,Team Description from T4820,4820,9362695972
T4821,Team Description from T4821,4821,9470741266
T4822,Team Description from T4822,4822,9769925818
T4823,Team Description from T4823,4823,9978277057
T4824,Team Description from T4824,4824,9092185067
T4825,Team Description from T4825,4825,9268422100
T4826,Team Description from T4826,4826,9345820231
T4827,Team Description from T4827,4827,9097303294
T4828,Team Description from T4828,4828,9693677926
T4829,Team Description from T4829,4829,9521848742
T4830,Team Description from T4830,4830,9434007354
T4831,Team Description from T4831,4831,9444633554
T4832,Team Description from T4832,4832,9375726754
T4833,Team Description from T4833,4833,9740191266
T4834,Team Description from T4834,4834,9032225002
T4835,Team Description from T4835,4835,9882379195
T4836,Team Description from T4836,4836,9703383796
T4837,Team Description from T4837,4837,9699691651
T4838,Team Description from T4838,4838,9729688567
T4839,Team Description from T4839,4839,9089658300
T4840,Team Description from T4840,4840,9695216933
T4841,Team Description from T4841,4841,9693780486
T4842,Team Description from T4842,4842,9990220917
T4843,Team Description from T4843,4843,9724147637
T4844,Team Description from T4844,4844,9797837920
T4845,Team Description from T4845,4845,9526897546
T4846,Team Description from T4846,4846,9876607167
T4847,Team Description from T4847,4847,9846697931
T4848,Team Description from T4848,4848,9273055309
T4849,Team Description from T4849,4849,9427271409
T4850,Team Description from T4850,4850,9812459876
T4851,Team Description from T4851,4851,9159485183
T4852,Team Description from T4852,4852,9032480671
T4853,Team Description from T4853,4853,9922102161
T4854,Team Description from T4854,4854,9461589859
T4855,Team Description from T4855,4855,9049814290
T4856,Team Description from T4856,4856,9394766794
T4857,Team Description from T4857,4857,9378064980
T4858,Team Description from T4858,4858,9926134929
T4859,Team Description from T4859,4859,9028610929
T4860,Team Description from T4860,4860,9035486976
T4861,Team Description from T4861,4861,9938705326
T4862,Team Description from T4862,4862,9274391423
T4863,Team Description from T4863,4863,9238881437
T4864,Team Description from T4864,4864,9256259718
T4865,Team Description from T4865,4865,9884272218
T4866,Team Description from T4866,4866,9350383816
T4867,Team Description from T4867,4867,9998358204
T4868,Team Description from T4868,4868,9985356760
T4869,Team Description from T4869,4869,9785801577
T4870,Team Description from T4870,4870,9092382116
T4871,Team Description from T4871,4871,9356279738
T4872,Team Description from T4872,4872,9148124976
T4873,Team Description from T4873,4873,9849868843
T4874,Team Description from T4874,4874,9471838981
T4875,Team Description from T4875,4875,9929200648
T4876,Team Description from T4876,4876,9347536155
T4877,Team Description from T4877,4877,9719622082
T4878,Team Description from T4878,4878,9370958288
T4879,Team Description from T4879,4879,9122918298
T4880,Team Description from T4880,4880,9039924143
T4881,Team Description from T4881,4881,9977520935
T4882,Team Description from T4882,4882,9052542330
T4883,Team Description from T4883,4883,9848377716
T4884,Team Description from T4884,4884,9652167359
T4885,Team Description from T4885,4885,9765159615
T4886,Team Description from T4886,4886,9245417076
T4887,Team Description from T4887,4887,9317469983
T4888,Team Description from T4888,4888,9348888722
T4889,Team Description from T4889,4889,9149881908
T4890,Team Description from T4890,4890,9745018851
T4891,Team Description from T4891,4891,9088686940
T4892,Team Description from T4892,4892,9607561283
T4893,Team Description from T4893,4893,9875107685
T4894,Team Description from T4894,4894,9464175121
T4895,Team Description from T4895,4895,9377642927
T4896,Team Description from T4896,4896,9705453040
T4897,Team Description from T4897,4897,9875877868
T4898,Team Description from T4898,4898,9142428084
T4899,Team Description from T4899,4899,9241386577
T4900,Team Description from T4900,4900,9312652252
T4901,Team Description from T4901,4901,9200242291
T4902,Team Description from T4902,4902,9167840867
T4903,Team Description from T4903,4903,9737116505
T4904,Team Description from T4904,4904,9162701856
T4905,Team Description from T4905,4905,9264328340
T4906,Team Description from T4906,4906,9440467632
T4907,Team Description from T4907,4907,9197071310
T4908,Team Description from T4908,4908,9342633563
T4909,Team Description from T4909,4909,9990900892
T4910,Team Description from T4910,4910,9398022467
T4911,Team Description from T4911,4911,9367281328
T4912,Team Description from T4912,4912,9352802538
T4913,Team Description from T4913,4913,9422385033
T4914,Team Description from T4914,4914,9672716763
T4915,Team Description from T4915,4915,9979331420
T4916,Team Description from T4916,4916,9990652465
T4917,Team Description from T4917,4917,9574619194
T4918,Team Description from T4918,4918,9081037229
T4919,Team Description from T4919,4919,9689052208
T4920,Team Description from T4920,4920,9441227874
T4921,Team Description from T4921,4921,9728146106
T4922,Team Description from T4922,4922,9200813498
T4923,Team Description from T4923,4923,9055556331
T4924,Team Description from T4924,4924,9002305709
T4925,Team Description from T4925,4925,9818796508
T4926,Team Description from T4926,4926,9296260127
T4927,Team Description from T4927,4927,9797703983
T4928,Team Description from T4928,4928,9250468791
T4929,Team Description from T4929,4929,9871529828
T4930,Team Description from T4930,4930,9418707087
